leto,mesto,ime_tekmovalca,država,ekipa,čas
2016,151,Luke Rowe,Velika Britanija,Team Sky,4:27:49

2016,152,Kristijan Koren,Slovenija,Cannondale-Drapac,4:28:01

2016,153,Albert Timmer,Nizozemska,Team Giant-Alpecin,4:28:11

2016,154,Andreas Schillinger,Nemčija,Bora-Argon 18,4:28:33

2016,155,Gregory Henderson,Nova Zelandija,Lotto Soudal,4:29:22

2016,156,Oscar Gatto,Italija,Tinkoff,4:29:38

2016,157,Christophe Laporte,Francija,Cofidis,4:29:47

2016,158,Yohann Gene,Francija,Direct Energie,4:30:02

2016,159,Maciej Bodnar,Poljska,Tinkoff,4:30:30

2016,160,Dylan Groenewegen,Nizozemska,LottoNL-Jumbo,4:30:34

2016,161,Ian Stannard,Velika Britanija,Team Sky,4:31:34

2016,162,Marco Haller,Avstrija,Team Katusha ,4:31:40

2016,163,Robert Wagner,Nemčija,LottoNL-Jumbo,4:32:09

2016,164,Adrien Petit,Francija,Direct Energie,4:32:25

2016,165,Jacopo Guarnieri,Italija,Team Katusha ,4:34:45

2016,166,Marcel Kittel,Nemčija,Etixx-Quick Step,4:35:06

2016,167,Vegard Breen,Norveška,Fortuneo-Vital Concept,4:38:27

2016,168,Davide Cimolai,Italija,Lampre-Merida,4:39:37

2016,169,Marcel Sieberg,Nemčija,Lotto Soudal,4:40:24

2016,170,Daniel Mclay,Velika Britanija,Fortuneo-Vital Concept,4:50:14

2016,171,Bernhard Eisel,Avstrija,Team Dimension Data,4:51:07

2016,172,Leigh Howard,Avstralija,IAM Cycling,4:55:13

2016,173,Lars Ytting Bak,Danska,Lotto Soudal,5:01:18

2016,174,Sam Bennett,Irska,Bora-Argon 18,5:17:14
